Journal name,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
BONE MARROW TRANSPLANTATION,0268-3369,1476-5365,Multiple,,14993,5.2,Q1,0.99,30.85
Current Neurology and Neuroscience Reports,1528-4042,1534-6293,Multiple,,5665,5.2,Q1,0.87,21.5
Cancer Drug Resistance,,2578-532X,ONCOLOGY,ESCI,1828,5.2,Q1,0.76,100.0
Annual Review of Developmental Psychology,,2640-7922,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,877,5.2,Q1,0.71,50.85
Cells,,2073-4409,CELL BIOLOGY,SCIE,94467,5.2,Q2,0.64,99.99
Oncology Reviews,1970-5565,1970-5557,ONCOLOGY,ESCI,685,5.2,Q1,0.44,100.0
ANNALS OF FAMILY MEDICINE,1544-1709,1544-1717,"MEDICINE, GENERAL & INTERNAL",SCIE,6382,5.1,Q1,2.39,95.8
Journal of Clinical Anesthesia,0952-8180,1873-4529,ANESTHESIOLOGY,SCIE,6845,5.1,Q1,1.87,21.38
PSYCHOLOGICAL SCIENCE,0956-7976,1467-9280,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,34101,5.1,Q1,1.81,33.64
TRANSPLANTATION,0041-1337,1534-6080,Multiple,,22797,5.1,Q1,1.68,16.95
Bone & Joint Research,2046-3758,2046-3758,Multiple,,2971,5.1,Q1,1.55,94.81
Communications Biology,,2399-3642,BIOLOGY,SCIE,31885,5.1,Q1,1.52,99.93
INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,1071-5819,1095-9300,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,8877,5.1,Q1,1.46,39.35
GLIA,0894-1491,1098-1136,NEUROSCIENCES,SCIE,15280,5.1,Q1,1.4,45.97
Current Opinion in Virology,1879-6257,1879-6265,VIROLOGY,SCIE,4884,5.1,Q1,1.36,40.5
LIFE SCIENCES,0024-3205,1879-0631,Multiple,,46557,5.1,Q1,1.33,11.2
Biology of Sex Differences,,2042-6410,GENETICS & HEREDITY,SCIE,3639,5.1,Q1,1.26,100.0
FUNCTIONAL ECOLOGY,0269-8463,1365-2435,ECOLOGY,SCIE,21367,5.1,Q1,1.24,48.08
Journal of the American College of Radiology,1546-1440,1558-349X,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,7994,5.1,Q1,1.24,3.64
Gastric Cancer,1436-3291,1436-3305,Multiple,,7538,5.1,Q1,1.21,42.59
GENETICS,0016-6731,1943-2631,GENETICS & HEREDITY,SCIE,35878,5.1,Q1,1.21,39.2
MECHANISMS OF AGEING AND DEVELOPMENT,0047-6374,1872-6216,Multiple,,7774,5.1,Q1,1.21,31.98
CANCER,0008-543X,1097-0142,ONCOLOGY,SCIE,62235,5.1,Q1,1.2,24.93
Drug Design Development and Therapy,1177-8881,,PHARMACOLOGY & PHARMACY,SCIE,15786,5.1,Q1,1.16,99.47
Stem Cell Reports,2213-6711,2213-6711,Multiple,,11215,5.1,Q1,1.15,99.56
International Journal of Health Policy and Management,,2322-5939,Multiple,,3870,5.1,Q1,1.09,100.0
CANCER IMMUNOLOGY IMMUNOTHERAPY,0340-7004,1432-0851,Multiple,,13329,5.1,Q1,1.08,64.57
Journal of Pharmaceutical Investigation,2093-5552,2093-6214,PHARMACOLOGY & PHARMACY,SCIE,1945,5.1,Q1,1.01,9.82
Frontiers in Nutrition,2296-861X,2296-861X,NUTRITION & DIETETICS,SCIE,39010,5.1,Q1,0.95,99.94
Bioresources and Bioprocessing,,2197-4365,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,3969,5.1,Q1,0.93,100.0
Journal of Structural Biology-X,,2590-1524,Multiple,,321,5.1,Q1,0.85,100.0
CURRENT HYPERTENSION REPORTS,1522-6417,1534-3111,PERIPHERAL VASCULAR DISEASE,SCIE,5007,5.1,Q1,0.84,32.65
aBIOTECH,2096-6326,2662-1738,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,626,5.1,Q1,0.76,90.8
CRITICAL REVIEWS IN MICROBIOLOGY,1040-841X,1549-7828,MICROBIOLOGY,SCIE,5086,5.1,Q1,0.64,9.15
JOURNAL OF PEASANT STUDIES,0306-6150,1743-9361,DEVELOPMENT STUDIES,SSCI,5731,5.0,Q1,2.23,31.75
Progress in Orthodontics,2196-1042,2196-1042,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,2373,5.0,Q1,1.91,100.0
JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,0022-006X,1939-2117,"PSYCHOLOGY, CLINICAL",SSCI,20204,5.0,Q1,1.84,48.76
KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,0942-2056,1433-7347,Multiple,,24842,5.0,Q1,1.67,35.47
SOCIAL SCIENCE & MEDICINE,0277-9536,1873-5347,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI",58123,5.0,Q1,1.64,42.8
Fire Ecology,1933-9747,1933-9747,ECOLOGY,SCIE,2135,5.0,Q1,1.54,100.0
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,1538-7933,1538-7836,Multiple,,22960,5.0,Q1,1.39,24.37
Child and Adolescent Mental Health,1475-357X,1475-3588,Multiple,,2399,5.0,Q1,1.33,52.38
RESPIRATORY RESEARCH,,1465-993X,RESPIRATORY SYSTEM,SCIE,14970,5.0,Q1,1.33,100.0
ACTA PSYCHIATRICA SCANDINAVICA,0001-690X,1600-0447,PSYCHIATRY,"SCIE, SSCI",14484,5.0,Q1,1.3,60.35
CNS Neuroscience & Therapeutics,1755-5930,1755-5949,Multiple,,10394,5.0,Q1,1.29,97.93
Multiple Sclerosis Journal,1352-4585,1477-0970,Multiple,,14142,5.0,Q1,1.25,31.25
CANCER GENE THERAPY,0929-1903,1476-5500,Multiple,,5250,5.0,Q1,1.07,42.0
Journal of Parkinsons Disease,1877-7171,1877-718X,NEUROSCIENCES,SCIE,6542,5.0,Q1,1.04,73.09
Nutrients,,2072-6643,NUTRITION & DIETETICS,SCIE,166166,5.0,Q1,0.99,100.0
NEUROPSYCHOLOGY REVIEW,1040-7308,1573-6660,Multiple,,4604,5.0,Q1,0.9,55.46
BIOFACTORS,0951-6433,1872-8081,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,5876,5.0,Q1,0.88,28.23
Precision Clinical Medicine,2096-5303,2516-1571,"MEDICINE, RESEARCH & EXPERIMENTAL",ESCI,659,5.0,Q1,0.87,100.0
BioScience Trends,1881-7815,1881-7823,BIOLOGY,SCIE,2247,5.0,Q1,0.86,100.0
INFLAMMATION,0360-3997,1573-2576,Multiple,,9780,5.0,Q1,0.8,18.74
IMMUNOLOGY,0019-2805,1365-2567,IMMUNOLOGY,SCIE,13260,5.0,Q1,0.79,29.33
RNA,1355-8382,1469-9001,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,12706,5.0,Q1,0.77,46.3
Current Oncology Reports,1523-3790,1534-6269,ONCOLOGY,SCIE,5494,5.0,Q1,0.71,26.46
Cellular and Molecular Bioengineering,1865-5025,1865-5033,Multiple,,1513,5.0,Q1,0.45,20.95
LEARNING AND INSTRUCTION,0959-4752,1873-3263,"PSYCHOLOGY, EDUCATIONAL",SSCI,8698,4.9,Q1,2.24,45.35
REVISTA ESPANOLA DE CARDIOLOGIA,,1885-5857,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,5058,4.9,Q1,2.08,8.33
SYSTEMATIC ENTOMOLOGY,0307-6970,1365-3113,EVOLUTIONARY BIOLOGY,SCIE,3357,4.9,Q1,1.95,37.4
EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,1018-8827,1435-165X,Multiple,,10863,4.9,Q1,1.75,56.66
Developmental Cognitive Neuroscience,1878-9293,1878-9307,Multiple,,7346,4.9,Q1,1.55,99.49
PLoS Pathogens,1553-7366,1553-7374,Multiple,,51567,4.9,Q1,1.51,99.95
JOURNAL OF AFFECTIVE DISORDERS,0165-0327,1573-2517,Multiple,,68992,4.9,Q1,1.49,22.53
BMJ Mental Health,,2755-9734,PSYCHIATRY,SCIE,381,4.9,Q1,1.43,100.0
Biology Direct,,1745-6150,BIOLOGY,SCIE,2703,4.9,Q1,1.41,100.0
COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,0895-6111,1879-0771,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,4960,4.9,Q1,1.4,22.26
Biofilm,2590-2075,2590-2075,MICROBIOLOGY,ESCI,1052,4.9,Q1,1.39,100.0
SLEEP,0161-8105,1550-9109,Multiple,,27322,4.9,Q1,1.36,28.48
JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY,1773-2247,2588-8943,PHARMACOLOGY & PHARMACY,SCIE,24745,4.9,Q1,1.35,8.04
New Biotechnology,1871-6784,1876-4347,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,4273,4.9,Q1,1.33,97.98
People and Nature,,2575-8314,ECOLOGY,SCIE,3302,4.9,Q1,1.29,98.64
Stroke and Vascular Neurology,2059-8688,2059-8696,CLINICAL NEUROLOGY,SCIE,2919,4.9,Q1,1.29,99.56
Chinese Journal of Natural Medicines,2095-6975,1875-5364,Multiple,,4375,4.9,Q1,1.24,0.38
IEEE Transactions on Cognitive and Developmental Systems,2379-8920,2379-8939,NEUROSCIENCES,SCIE,3490,4.9,Q1,1.23,7.47
Stem Cells Translational Medicine,2157-6564,2157-6580,CELL & TISSUE ENGINEERING,SCIE,7400,4.9,Q2,1.21,98.57
Journal of Leadership & Organizational Studies,1548-0518,1939-7089,"PSYCHOLOGY, APPLIED",SSCI,2503,4.9,Q1,1.19,25.76
JOURNAL OF BUSINESS AND PSYCHOLOGY,0889-3268,1573-353X,"PSYCHOLOGY, APPLIED",SSCI,6406,4.9,Q1,1.18,28.78
Sleep Medicine Clinics,1556-407X,1556-4088,CLINICAL NEUROLOGY,ESCI,2242,4.9,Q1,1.12,0.0
Microbial Cell Factories,,1475-2859,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,14995,4.9,Q1,1.09,99.88
CURRENT OPINION IN PSYCHIATRY,0951-7367,1473-6578,PSYCHIATRY,"SCIE, SSCI",6172,4.9,Q1,1.08,11.76
JOURNAL OF NUTRITIONAL BIOCHEMISTRY,0955-2863,1873-4847,Multiple,,14252,4.9,Q1,1.07,15.95
INTERNATIONAL JOURNAL OF ONCOLOGY,1019-6439,1791-2423,ONCOLOGY,SCIE,16496,4.9,Q1,0.97,79.07
Journal of the International AIDS Society,,1758-2652,Multiple,,7086,4.9,Q1,0.95,97.2
Genes and Nutrition,1555-8932,1865-3499,Multiple,,1698,4.9,Q1,0.84,100.0
Journal of Zhejiang University-SCIENCE B,1673-1581,1862-1783,Multiple,,4644,4.9,Q1,0.79,3.47
EXCLI Journal,1611-2156,1611-2156,BIOLOGY,SCIE,3790,4.9,Q1,0.77,0.0
WIREs Mechanisms of Disease,2692-9368,2692-9368,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,581,4.9,Q1,0.76,36.67
Expert Opinion on Drug Discovery,1746-0441,1746-045X,PHARMACOLOGY & PHARMACY,SCIE,6666,4.9,Q1,0.73,6.67
NUTRITION REVIEWS,0029-6643,1753-4887,NUTRITION & DIETETICS,SCIE,12144,4.9,Q1,0.73,17.71
INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,1661-6596,1422-0067,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,444681,4.9,Q1,0.71,100.0
HLA,2059-2302,2059-2310,Multiple,,2272,4.9,Q1,0.67,15.94
Blood and Lymphatic Cancer-Targets and Therapy,1179-9889,1179-9889,ONCOLOGY,ESCI,183,4.9,Q1,0.6,96.0
Immunotherapy Advances,,2732-4303,IMMUNOLOGY,ESCI,341,4.9,Q2,0.54,98.25
JOURNAL OF PROSTHETIC DENTISTRY,0022-3913,1097-6841,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,21130,4.8,Q1,1.97,8.72
Metacognition and Learning,1556-1623,1556-1631,"PSYCHOLOGY, EDUCATIONAL",SSCI,2133,4.8,Q1,1.97,42.86
Radiologia Medica,0033-8362,1826-6983,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,4420,4.8,Q1,1.96,41.13
Current Opinion in Insect Science,2214-5745,2214-5753,Multiple,,5756,4.8,Q1,1.92,27.12
WORLD DEVELOPMENT,0305-750X,1873-5991,DEVELOPMENT STUDIES,SSCI,31381,4.8,Q1,1.74,44.37
PHARMACEUTICAL BIOLOGY,1388-0209,1744-5116,Multiple,,10212,4.8,Q1,1.56,99.02
SCHIZOPHRENIA BULLETIN,0586-7614,1745-1701,PSYCHIATRY,"SCIE, SSCI",18462,4.8,Q1,1.51,26.82
RMD Open,2056-5933,2056-5933,RHEUMATOLOGY,SCIE,5977,4.8,Q1,1.44,99.59
AMERICAN JOURNAL OF EPIDEMIOLOGY,0002-9262,1476-6256,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,36560,4.8,Q1,1.37,25.97
npj Genomic Medicine,,2056-7944,GENETICS & HEREDITY,SCIE,1993,4.8,Q1,1.34,100.0
BEST PRACTICE & RESEARCH IN CLINICAL RHEUMATOLOGY,1521-6942,1521-1770,RHEUMATOLOGY,SCIE,5081,4.8,Q1,1.33,27.59
JOURNAL OF APPLIED ECOLOGY,0021-8901,1365-2664,ECOLOGY,SCIE,26373,4.8,Q1,1.31,57.46
Neurology and Therapy,2193-8253,2193-6536,CLINICAL NEUROLOGY,SCIE,2234,4.8,Q1,1.26,99.7
CELLULAR ONCOLOGY,2211-3428,2211-3436,Multiple,,3809,4.8,Q1,1.18,32.5
Frontiers in Pharmacology,,1663-9812,PHARMACOLOGY & PHARMACY,SCIE,105990,4.8,Q1,1.12,99.96
JMIR Aging,,2561-7605,Multiple,,1420,4.8,Q1,1.12,98.52
Computer Methods and Programs in Biomedicine,0169-2607,1872-7565,MEDICAL INFORMATICS,SCIE,20677,4.8,Q1,1.1,26.34
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,0363-6143,1522-1563,CELL BIOLOGY,SCIE,17420,4.8,Q2,1.06,5.75
Pharmaceuticals,,1424-8247,PHARMACOLOGY & PHARMACY,SCIE,30770,4.8,Q1,1.06,99.98
ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,0077-8923,1749-6632,MULTIDISCIPLINARY SCIENCES,SCIE,44029,4.8,Q1,1.0,44.89
Frontiers in Cellular and Infection Microbiology,2235-2988,2235-2988,Multiple,,41485,4.8,Q1,0.92,99.86
Cancer Nanotechnology,1868-6958,1868-6966,ONCOLOGY,SCIE,1343,4.8,Q1,0.91,100.0
MATRIX BIOLOGY,0945-053X,1569-1802,Multiple,,8053,4.8,Q1,0.9,42.92
Expert Review of Vaccines,1476-0584,1744-8395,IMMUNOLOGY,SCIE,5827,4.8,Q2,0.8,66.67
Frontiers in Bioengineering and Biotechnology,2296-4185,2296-4185,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,44234,4.8,Q1,0.8,99.9
Biomolecules,,2218-273X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,49667,4.8,Q1,0.75,100.0
Brain Circulation,2394-8108,2455-4626,Multiple,,872,4.8,Q1,0.73,82.4
CELLULAR AND MOLECULAR NEUROBIOLOGY,0272-4340,1573-6830,Multiple,,7282,4.8,Q1,0.69,37.5
Wiley Interdisciplinary Reviews-RNA,1757-7004,1757-7012,CELL BIOLOGY,SCIE,4447,4.8,Q2,0.59,30.14
Extracellular Vesicles and Circulating Nucleic Acids,,2767-6641,Multiple,,374,4.8,Q1,0.55,67.06
OBSTETRICS AND GYNECOLOGY,0029-7844,0029-7844,OBSTETRICS & GYNECOLOGY,SCIE,34875,4.7,Q1,2.16,16.95
Spine Journal,1529-9430,1878-1632,Multiple,,14498,4.7,Q1,1.83,12.68
INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,0146-0404,1552-5783,OPHTHALMOLOGY,SCIE,54718,4.7,Q1,1.76,99.92
Intensive and Critical Care Nursing,0964-3397,1532-4036,Multiple,,3607,4.7,Q1,1.7,34.33
Revista de Psiquiatria y Salud Mental,1888-9891,1989-4600,PSYCHIATRY,"SCIE, SSCI",744,4.7,Q1,1.58,8.82
Biological Psychiatry-Cognitive Neuroscience and Neuroimaging,2451-9022,2451-9030,Multiple,,4355,4.7,Q1,1.57,35.45
JOURNAL OF SOCIAL ISSUES,0022-4537,1540-4560,"PSYCHOLOGY, SOCIAL",SSCI,10354,4.7,Q1,1.51,36.99
EUROPEAN RADIOLOGY,0938-7994,1432-1084,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,38929,4.7,Q1,1.48,32.64
TOBACCO CONTROL,0964-4563,1468-3318,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI",8994,4.7,Q1,1.44,37.27
npj Primary Care Respiratory Medicine,,2055-1010,RESPIRATORY SYSTEM,SCIE,1448,4.7,Q1,1.42,100.0
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8436,1471-2970,BIOLOGY,SCIE,55564,4.7,Q1,1.39,50.13
Digestive Endoscopy,0915-5635,1443-1661,Multiple,,5093,4.7,Q1,1.38,17.87
ECOGRAPHY,0906-7590,1600-0587,ECOLOGY,SCIE,18482,4.7,Q1,1.37,98.55
European Journal of Pharmacology,0014-2999,1879-0712,PHARMACOLOGY & PHARMACY,SCIE,39871,4.7,Q1,1.37,14.97
Cambridge Journal of Regions Economy and Society,1752-1378,1752-1386,DEVELOPMENT STUDIES,SSCI,2627,4.7,Q1,1.35,45.87
EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,0928-0987,1879-0720,PHARMACOLOGY & PHARMACY,SCIE,17806,4.7,Q1,1.34,99.1
INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,1048-891X,1525-1438,Multiple,,10505,4.7,Q1,1.32,14.35
mBio,,2150-7511,MICROBIOLOGY,SCIE,37041,4.7,Q1,1.25,97.87
International Immunopharmacology,1567-5769,1878-1705,Multiple,,41206,4.7,Q1,1.24,15.74
Travel Medicine and Infectious Disease,1477-8939,1873-0442,Multiple,,3306,4.7,Q1,1.22,64.84
Advances in Simulation,,2059-0628,HEALTH CARE SCIENCES & SERVICES,ESCI,1065,4.7,Q1,1.2,100.0
INTERNATIONAL JOURNAL OF CANCER,0020-7136,1097-0215,ONCOLOGY,SCIE,49416,4.7,Q1,1.2,44.3
Molecular Therapy Methods & Clinical Development,,2329-0501,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,6169,4.7,Q2,1.2,98.14
Reproductive Biology and Endocrinology,,1477-7827,REPRODUCTIVE BIOLOGY,SCIE,8706,4.7,Q1,1.2,100.0
BIOORGANIC CHEMISTRY,0045-2068,1090-2120,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,24853,4.7,Q1,1.17,6.66
Anaesthesia Critical Care & Pain Medicine,2352-5568,2352-5568,Multiple,,2011,4.7,Q1,1.14,20.0
Journal of Exposure Science and Environmental Epidemiology,1559-0631,1559-064X,Multiple,,5943,4.7,Q1,1.13,41.01
Journal of Intensive Care,2052-0492,2052-0492,CRITICAL CARE MEDICINE,SCIE,2681,4.7,Q1,1.06,100.0
GM Crops & Food-Biotechnology in Agriculture and the Food Chain,2164-5698,2164-5701,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,834,4.7,Q1,1.01,100.0
Obesity,1930-7381,1930-739X,NUTRITION & DIETETICS,SCIE,20129,4.7,Q1,0.99,37.29
ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,1081-1206,1534-4436,Multiple,,10466,4.7,Q1,0.97,17.07
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0022-2828,1095-8584,Multiple,,13512,4.7,Q1,0.96,21.32
Nucleic Acid Therapeutics,2159-3337,2159-3345,Multiple,,1693,4.7,Q1,0.95,28.42
Non-coding RNA Research,2468-2160,2468-0540,BIOCHEMISTRY & MOLECULAR BIOLOGY,ESCI,1222,4.7,Q1,0.91,99.07
JCO Oncology Practice,2688-1527,2688-1535,ONCOLOGY,SCIE,4261,4.7,Q1,0.9,9.03
Obesity Facts,1662-4025,1662-4033,NUTRITION & DIETETICS,SCIE,3638,4.7,Q1,0.9,100.0
Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej,0032-3772,1897-9483,"MEDICINE, GENERAL & INTERNAL",SCIE,2368,4.7,Q1,0.86,99.61
MOLECULAR CANCER RESEARCH,1541-7786,1557-3125,Multiple,,9841,4.7,Q1,0.83,22.57
BioDesign Research,,2693-1257,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,291,4.7,Q1,0.7,98.33
Cell Regeneration,,2045-9769,Multiple,,654,4.7,Q2,0.66,100.0
CURRENT TREATMENT OPTIONS IN ONCOLOGY,1527-2729,1534-6277,ONCOLOGY,SCIE,3770,4.7,Q1,0.62,28.91
BIOSCIENCE REPORTS,0144-8463,1573-4935,Multiple,,12087,4.7,Q1,0.58,98.95
Bone & Joint Journal,2049-4394,2049-4394,Multiple,,11950,4.6,Q1,2.2,7.05
RESUSCITATION,0300-9572,1873-1570,Multiple,,17876,4.6,Q1,2.07,29.1
Ophthalmology Science,2666-9145,2666-9145,OPHTHALMOLOGY,ESCI,1637,4.6,Q1,1.98,97.29
Child and Adolescent Psychiatry and Mental Health,,1753-2000,Multiple,,3393,4.6,Q1,1.58,100.0
European Heart Journal-Quality of Care and Clinical Outcomes,2058-5225,2058-1742,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,2134,4.6,Q1,1.42,25.82
ARTHRITIS RESEARCH & THERAPY,1478-6354,1478-6362,RHEUMATOLOGY,SCIE,20440,4.6,Q1,1.37,100.0
CEPHALALGIA,0333-1024,1468-2982,Multiple,,12515,4.6,Q1,1.34,60.06
JOURNAL OF NEUROLOGY,0340-5354,1432-1459,CLINICAL NEUROLOGY,SCIE,25122,4.6,Q1,1.33,51.15
PHARMACOECONOMICS,1170-7690,1179-2027,Multiple,,7336,4.6,Q1,1.32,63.92
International Journal of Antimicrobial Agents,0924-8579,1872-7913,Multiple,,14484,4.6,Q1,1.31,28.46
TOXICOLOGY,0300-483X,1879-3185,Multiple,,14771,4.6,Q1,1.31,19.58
NEUROPHARMACOLOGY,0028-3908,1873-7064,Multiple,,22412,4.6,Q1,1.3,25.42
BRITISH JOURNAL OF BIOMEDICAL SCIENCE,0967-4845,2474-0896,MEDICAL LABORATORY TECHNOLOGY,SCIE,1020,4.6,Q1,1.29,100.0
JOURNAL OF MEDICAL VIROLOGY,0146-6615,1096-9071,VIROLOGY,SCIE,20128,4.6,Q1,1.29,25.59
Global Health Research and Policy,,2397-0642,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",ESCI,1268,4.6,Q1,1.26,100.0
JOURNAL OF CLINICAL PSYCHIATRY,0160-6689,1555-2101,Multiple,,17953,4.6,Q1,1.26,2.34
Clinical Kidney Journal,2048-8505,2048-8513,UROLOGY & NEPHROLOGY,SCIE,7110,4.6,Q1,1.25,98.98
JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,1067-5027,1527-974X,Multiple,,16125,4.6,Q1,1.24,28.59
Hepatology Communications,,2471-254X,GASTROENTEROLOGY & HEPATOLOGY,SCIE,6231,4.6,Q1,1.23,98.45
ENVIRONMENT AND BEHAVIOR,0013-9165,1552-390X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,8819,4.6,Q1,1.2,40.68
Journal of Clinical Lipidology,1933-2874,1876-4789,PHARMACOLOGY & PHARMACY,SCIE,4315,4.6,Q1,1.2,17.69
mSystems,,2379-5077,MICROBIOLOGY,SCIE,11893,4.6,Q1,1.2,98.68
Antibiotics-Basel,2079-6382,2079-6382,Multiple,,32830,4.6,Q1,1.15,99.98
BIOLOGICAL RESEARCH,0716-9760,0717-6287,BIOLOGY,SCIE,3638,4.6,Q1,1.15,100.0
European Heart Journal-Acute Cardiovascular Care,2048-8726,2048-8734,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,3167,4.6,Q1,1.12,22.88
HYPERTENSION RESEARCH,0916-9636,1348-4214,PERIPHERAL VASCULAR DISEASE,SCIE,8394,4.6,Q1,1.09,20.86
FOOD MICROBIOLOGY,0740-0020,1095-9998,Multiple,,14747,4.6,Q1,1.08,24.91
CONTACT DERMATITIS,0105-1873,1600-0536,Multiple,,7060,4.6,Q1,1.06,47.15
CANCER BIOLOGY & THERAPY,1538-4047,1555-8576,ONCOLOGY,SCIE,7518,4.6,Q1,1.01,100.0
EUROPEAN JOURNAL OF HUMAN GENETICS,1018-4813,1476-5438,Multiple,,12433,4.6,Q1,1.0,55.83
Machine Learning-Science and Technology,,2632-2153,MULTIDISCIPLINARY SCIENCES,SCIE,3413,4.6,Q1,1.0,100.0
Nanomedicine-Nanotechnology Biology and Medicine,1549-9634,1549-9642,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,11769,4.6,Q2,0.92,16.39
ENDOCRINE-RELATED CANCER,1351-0088,1479-6821,ONCOLOGY,SCIE,6764,4.6,Q1,0.9,20.17
Biotechnology for Biofuels and Bioproducts,,2731-3654,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,1778,4.6,Q1,0.81,100.0
Frontiers in Toxicology,,2673-3080,TOXICOLOGY,ESCI,1493,4.6,Q1,0.81,99.7
EXPERT OPINION ON THERAPEUTIC PATENTS,1354-3776,1744-7674,PHARMACOLOGY & PHARMACY,SCIE,4316,4.6,Q1,0.79,2.75
MicrobiologyOpen,2045-8827,2045-8827,MICROBIOLOGY,SCIE,4089,4.6,Q1,0.79,94.12
CURRENT ALLERGY AND ASTHMA REPORTS,1529-7322,1534-6315,Multiple,,3611,4.6,Q1,0.73,26.85
MOLECULES,,1420-3049,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,236779,4.6,Q2,0.72,100.0
CURRENT OPINION IN LIPIDOLOGY,0957-9672,1473-6535,Multiple,,3867,4.6,Q1,0.57,21.95
PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES,0386-2208,1349-2896,MULTIDISCIPLINARY SCIENCES,SCIE,2457,4.6,Q1,0.57,98.82
Tissue Engineering Part B-Reviews,1937-3368,1937-3376,Multiple,,4714,4.6,Q2,0.53,5.52
CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,0009-921X,1528-1132,Multiple,,36853,4.5,Q1,2.27,11.95
AMERICAN JOURNAL OF SPORTS MEDICINE,0363-5465,1552-3365,ORTHOPEDICS,SCIE,40339,4.5,Q1,1.86,10.66
Journal of Adolescent Health,1054-139X,1879-1972,Multiple,,20291,4.5,Q1,1.86,24.88
Globalization and Health,,1744-8603,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI",5361,4.5,Q1,1.65,100.0
Pediatric Critical Care Medicine,1529-7535,1947-3893,Multiple,,8808,4.5,Q1,1.64,10.77
BEHAVIOUR RESEARCH AND THERAPY,0005-7967,1873-622X,"PSYCHOLOGY, CLINICAL",SSCI,20346,4.5,Q1,1.63,35.77
World Journal of Pediatrics,1708-8569,1867-0687,PEDIATRICS,SCIE,3054,4.5,Q1,1.56,45.0
European Stroke Journal,2396-9873,2396-9881,Multiple,,2649,4.5,Q1,1.54,34.68
JOURNAL OF ANXIETY DISORDERS,0887-6185,1873-7897,Multiple,,10037,4.5,Q1,1.5,26.21
